2,Entre 18 Kg y 35 Kg,United States of America,http://www.perros.com/razas/plott-hound/,/razas/plott-hound/
3,Entre 24 Kg y 25 Kg,Spain,http://www.perros.com/razas/podenco-canario/,/razas/podenco-canario/
2,Entre 20 Kg y 23 Kg,Spain,http://www.perros.com/razas/podenco-ibicenco/,/razas/podenco-ibicenco/
2,Entre 16 Kg y 20 Kg,Portugal,http://www.perros.com/razas/podenco-portugues/,/razas/podenco-portugues/
3,Entre 21 Kg y 34 Kg,United Kingdom,http://www.perros.com/razas/pointer/,/razas/pointer/
3,Entre 20 Kg y 32 Kg,Germany,http://www.perros.com/razas/pointer-aleman-de-pelo-corto/,/razas/pointer-aleman-de-pelo-corto/
3,Entre 20 Kg y 34 Kg,Germany,http://www.perros.com/razas/pointer-aleman-de-pelo-duro/,/razas/pointer-aleman-de-pelo-duro/
3,,France,http://www.perros.com/razas/poitevin/,/razas/poitevin/
1,Entre 1.4 Kg y 3.2 Kg,Germany,http://www.perros.com/razas/pomerania/,/razas/pomerania/
2,,France,http://www.perros.com/razas/porcelaine/,/razas/porcelaine/
2,Entre 25 Kg y 31 Kg,France,http://www.perros.com/razas/pudelpointer/,/razas/pudelpointer/
2,Entre 13 Kg y 15 Kg,Hungary,http://www.perros.com/razas/puli/,/razas/puli/
1,Entre 10 Kg y 13 Kg,Hungary,http://www.perros.com/razas/pumi/,/razas/pumi/
3,Entre 35 Kg y 60 Kg,Portugal,http://www.perros.com/razas/rafeiro-del-alentejo/,/razas/rafeiro-del-alentejo/
2,Entre 25 Kg y 40 Kg,Germany,http://www.perros.com/razas/rastreador-de-hannover/,/razas/rastreador-de-hannover/
2,,Germany,http://www.perros.com/razas/rastreador-montanes-de-baviera/,/razas/rastreador-montanes-de-baviera/
3,Entre 25 Kg y 34 Kg,United States of America,http://www.perros.com/razas/retriever-de-la-bahia-de-chesapeake/,/razas/retriever-de-la-bahia-de-chesapeake/
3,Entre 23 Kg y 35 Kg,United Kingdom,http://www.perros.com/razas/retriever-de-pelo-liso/,/razas/retriever-de-pelo-liso/
3,Entre 61 Kg y 69 Kg,Zimbabwe,http://www.perros.com/razas/ridgeback-de-rodesia/,/razas/ridgeback-de-rodesia/
3,Alrededor de 40 Kg,Germany,http://www.perros.com/razas/rottweiler/,/razas/rottweiler/
2,,Germany,http://www.perros.com/razas/sabueso-aleman/,/razas/sabueso-aleman/
2,Entre 28 Kg y 30 Kg,France,http://www.perros.com/razas/sabueso-artesiano/,/razas/sabueso-artesiano/
2,,Austria,http://www.perros.com/razas/sabueso-austriaco-negro-y-fuego/,/razas/sabueso-austriaco-negro-y-fuego/
2,Entre 16 Kg y 24 Kg,Bosnia and Herzegovina,http://www.perros.com/razas/sabueso-de-bosnia-de-pelo-cerdoso/,/razas/sabueso-de-bosnia-de-pelo-cerdoso/
2,,Norway,http://www.perros.com/razas/sabueso-de-hygen/,/razas/sabueso-de-hygen/
2,,Serbia and Montenegro,http://www.perros.com/razas/sabueso-de-las-montanas-de-montenegro/,/razas/sabueso-de-las-montanas-de-montenegro/
2,,Sweden,http://www.perros.com/razas/sabueso-de-smaland/,/razas/sabueso-de-smaland/
3,Alrededor de 25 Kg,Hungary,http://www.perros.com/razas/sabueso-de-transilvania/,/razas/sabueso-de-transilvania/
2,,Austria,http://www.perros.com/razas/sabueso-del-tirol/,/razas/sabueso-del-tirol/
2,Entre 15 Kg y 20 Kg,Eslovaquia,http://www.perros.com/razas/sabueso-eslovaco/,/razas/sabueso-eslovaco/
2,Entre 24 Kg y 25 Kg,Spain,http://www.perros.com/razas/sabueso-espanol/,/razas/sabueso-espanol/
2,,Austria,http://www.perros.com/razas/sabueso-estirio-de-pelo-duro/,/razas/sabueso-estirio-de-pelo-duro/
2,,Finland,http://www.perros.com/razas/sabueso-finlandes/,/razas/sabueso-finlandes/
3,,France,http://www.perros.com/razas/sabueso-frances-tricolor/,/razas/sabueso-frances-tricolor/
2,,Norway,http://www.perros.com/razas/sabueso-halden/,/razas/sabueso-halden/
