sabueso de bosnia de pelo cerdoso,2,Entre 16 Kg y 24 Kg,Bosnia and Herzegovina,http://www.perros.com/razas/sabueso-de-bosnia-de-pelo-cerdoso/
sabueso de hygen,2,,Norway,http://www.perros.com/razas/sabueso-de-hygen/
sabueso de las montanas de montenegro,2,,Serbia and Montenegro,http://www.perros.com/razas/sabueso-de-las-montanas-de-montenegro/
sabueso de smaland,2,,Sweden,http://www.perros.com/razas/sabueso-de-smaland/
sabueso de transilvania,3,Alrededor de 25 Kg,Hungary,http://www.perros.com/razas/sabueso-de-transilvania/
sabueso del tirol,2,,Austria,http://www.perros.com/razas/sabueso-del-tirol/
sabueso eslovaco,2,Entre 15 Kg y 20 Kg,Eslovaquia,http://www.perros.com/razas/sabueso-eslovaco/
sabueso espanol,2,Entre 24 Kg y 25 Kg,Spain,http://www.perros.com/razas/sabueso-espanol/
sabueso estirio de pelo duro,2,,Austria,http://www.perros.com/razas/sabueso-estirio-de-pelo-duro/
sabueso finlandes,2,,Finland,http://www.perros.com/razas/sabueso-finlandes/
sabueso frances tricolor,3,,France,http://www.perros.com/razas/sabueso-frances-tricolor/
sabueso halden,2,,Norway,http://www.perros.com/razas/sabueso-halden/
sabueso italiano de pelo corto,2,Entre 18 Kg y 28 Kg,Italy,http://www.perros.com/razas/sabueso-italiano-de-pelo-corto/
sabueso italiano de pelo duro,2,Entre 18 Kg y 28 Kg,Italy,http://www.perros.com/razas/sabueso-italiano-de-pelo-duro/
sabueso noruego,2,,Norway,http://www.perros.com/razas/sabueso-noruego/
sabueso polaco,2,Entre 20 Kg y 32 Kg,Poland,http://www.perros.com/razas/sabueso-polaco/
sabueso schiller,2,,Sweden,http://www.perros.com/razas/sabueso-schiller/
sabueso serbio,2,,Serbia and Montenegro,http://www.perros.com/razas/sabueso-serbio/
sabueso suizo,2,,Switzerland,http://www.perros.com/razas/sabueso-suizo/
sabueso tricolor serbio,2,,Serbia and Montenegro,http://www.perros.com/razas/sabueso-tricolor-serbio/
saluki  galgo persa ,3,,Oriente Medio,http://www.perros.com/razas/saluki--galgo-persa-/
samoyedo,3,Entre 17 Kg y 32.5 Kg,Russia,http://www.perros.com/razas/samoyedo/
san bernardo,3,Entre 55 Kg y 90 Kg,Switzerland,http://www.perros.com/razas/san-bernardo/
schapendoes neerlandes,2,,Holanda,http://www.perros.com/razas/schapendoes-neerlandes/
schipperke,1,Entre 4 Kg y 9 Kg,Belgium,http://www.perros.com/razas/schipperke/
schnauzer,2,Entre 13 Kg y 22 Kg,Germany,http://www.perros.com/razas/schnauzer/
schnauzer gigante,3,Entre 32 Kg y 45 Kg,Germany,http://www.perros.com/razas/schnauzer-gigante/
schnauzer miniatura,1,Entre 4.5 Kg y 8 Kg,Germany,http://www.perros.com/razas/schnauzer-miniatura/
sealyham terrier,1,,United Kingdom,http://www.perros.com/razas/sealyham-terrier/
setter gordon,3,,United Kingdom,http://www.perros.com/razas/setter-gordon/
setter ingles,3,Entre 25 Kg y 30 Kg,United Kingdom,http://www.perros.com/razas/setter-ingles/
setter irlandes,3,Alrededor de 27 Kg,Ireland,http://www.perros.com/razas/setter-irlandes/
